Milestone ID;Shipment ID;Milestone Sequence;Milestone Type;Planned Datetime;Actual Datetime;Milestone Status;Updated By;Update Notes;Update Timestamp
MS001278;SHP0128;8;Port Arrival;11/02/24;11/02/24 12.00;Delayed;Sarah Amelia;Commercial invoice verified;12/02/24 12.00
MS001279;SHP0128;9;Customs Clearance;13/02/24;13/02/24 12.00;Delayed;Andi Pratama;Container stuffing completed;15/02/24 12.00
MS001280;SHP0128;10;Delivered;14/02/24;14/02/24 12.00;Completed;Kevin Halim;ETA achieved successfully;17/02/24 12.00
MS001281;SHP0129;1;Cargo Ready;02/06/24;02/06/24 00.00;Completed;Dimas Saputra;Customer acknowledged receipt;05/06/24 00.00
MS001282;SHP0129;2;Booking Confirmed;04/06/24;04/06/24 12.00;Completed;Budi Santoso;Documentation review completed;04/06/24 12.00
MS001283;SHP0129;3;Empty Container Pickup;06/06/24;06/06/24 00.00;Completed;Kevin Halim;Carrier confirmed revised ETA;07/06/24 00.00
MS001284;SHP0129;4;Cargo Loading;08/06/24;08/06/24 12.00;Completed;Indah Permata;Cargo ready for pickup;09/06/24 12.00
MS001285;SHP0129;5;Gate In;11/06/24;11/06/24 12.00;Delayed;Nadia Prasetyo;Departure confirmation received;13/06/24 12.00
MS001286;SHP0129;6;Documentation Complete;12/06/24;14/06/24 00.00;Delayed;Budi Santoso;Shipment closed successfully;16/06/24 00.00
MS001287;SHP0129;7;Vessel Departure;15/06/24;15/06/24 00.00;Completed;Dimas Saputra;Container sealed after loading;16/06/24 00.00
MS001288;SHP0129;8;Port Arrival;16/06/24;16/06/24 00.00;Completed;Andi Pratama;Vessel left origin port;29/06/24 00.00
MS001289;SHP0129;9;Customs Clearance;20/06/24;20/06/24 12.00;Completed;Fajar Nugroho;Booking confirmed by carrier;23/06/24 12.00
MS001290;SHP0129;10;Delivered;24/06/24;24/06/24 02.00;Completed;Andi Pratama;Commercial invoice verified;05/07/24 02.00
MS001291;SHP0130;1;Cargo Ready;15/06/24;15/06/24 12.00;Delayed;Andi Pratama;Export filing accepted;18/06/24 12.00
MS001292;SHP0130;2;Booking Confirmed;17/06/24;17/06/24 08.00;Delayed;Andi Pratama;Shipping documents verified;20/06/24 08.00
MS001293;SHP0130;3;Empty Container Pickup;18/06/24;20/06/24 00.00;Delayed;Budi Santoso;Berthing completed;23/06/24 00.00
MS001294;SHP0130;4;Cargo Loading;19/06/24;20/06/24 12.00;Delayed;;ETD achieved successfully;28/06/24 12.00
MS001295;SHP0130;5;Gate In;23/06/24;26/06/24 00.00;Delayed;Cindy Wijaya;Cargo cleared for release;27/06/24 00.00
MS001296;SHP0130;6;Documentation Complete;26/06/24;26/06/24 12.00;Delayed;Kevin Halim;Berthing completed;28/06/24 12.00
MS001297;SHP0130;7;Vessel Departure;29/06/24;29/06/24 12.00;Delayed;Rizky Kurniawan;ETD achieved successfully;29/06/24 12.00
MS001298;SHP0130;8;Port Arrival;30/06/24;30/06/24 08.00;Delayed;Budi Santoso;Release order issued;03/07/24 08.00
MS001299;SHP0130;9;Customs Clearance;01/07/24;02/07/24 12.00;Delayed;Budi Santoso;Customer confirmed cargo readiness;05/07/24 12.00
MS001300;SHP0130;10;Delivered;05/07/24;05/07/24 08.00;Completed;Rafi Kurnia;Release documentation approved;05/07/24 08.00
MS001301;SHP0131;1;Cargo Ready;08/02/24;08/02/24 12.00;Delayed;;Container ready for gate in;10/02/24 12.00
MS001302;SHP0131;2;Booking Confirmed;11/02/24;13/02/24 00.00;Delayed;Cindy Wijaya;Arrival notice received;13/02/24 00.00
MS001303;SHP0131;3;Empty Container Pickup;14/02/24;14/02/24 12.00;Delayed;Andi Pratama;Cust confirmation received;16/02/24 12.00
MS001304;SHP0131;4;Cargo Loading;16/02/24;16/02/24 12.00;Delayed;Kevin Halim;Port arrival confirmed;18/02/24 12.00
MS001305;SHP0131;5;Gate In;19/02/24;19/02/24 08.00;PENDING;Cindy Wijaya;Clearance approval received;22/02/24 08.00
MS001306;SHP0131;6;Documentation Complete;22/02/24;22/02/24 08.00;Completed;Budi Santoso;Sailing schedule confirmed;25/02/24 08.00
MS001307;SHP0131;7;Vessel Departure;24/02/24;24/02/24 12.00;Completed;Andi Pratama;Shipment arrived as planned;26/02/24 12.00
MS001308;SHP0131;8;Port Arrival;25/02/24;26/02/24 00.00;Completed;Andi Pratama;Shipment delivered successfully;27/02/24 00.00
MS001309;SHP0131;9;Customs Clearance;26/02/24;26/02/24 12.00;Completed;Indah Permata;Shpt status updated;27/02/24 12.00
MS001310;SHP0131;10;Delivered;01/03/24;01/03/24 00.00;Completed;Sarah Amelia;Booking confirmed by carrier;04/03/24 00.00
MS001311;SHP0132;1;Cargo Ready;19/04/24;21/04/24 00.00;Delayed;Indah Permata;Sailing schedule confirmed;22/04/24 00.00
MS001312;SHP0132;2;Booking Confirmed;22/04/24;22/04/24 04.00;Delayed;Sarah Amelia;Sailing schedule confirmed;24/04/24 04.00
MS001313;SHP0132;3;Empty Container Pickup;25/04/24;25/04/24 02.00;Completed;Cindy Wijaya;Cargo loading completed;25/04/24 02.00
MS001314;SHP0132;4;Cargo Loading;26/04/24;26/04/24 00.00;Completed;Kevin Halim;Carrier confirmed vessel departure;28/04/24 00.00
MS001315;SHP0132;5;Gate In;27/04/24;27/04/24 02.00;Delayed;Maya Putri;Sailing schedule confirmed;27/04/24 02.00
MS001316;SHP0132;6;Documentation Complete;30/04/24;30/04/24 00.00;Completed;Cindy Wijaya;Cargo available for dispatch;02/05/24 00.00
MS001317;SHP0132;7;Vessel Departure;04/05/24;04/05/24 12.00;Delayed;Kevin Halim;Terminal received container;
MS001318;SHP0132;8;Port Arrival;07/05/24;10/05/24 00.00;Delayed;Andi Pratama;Carrier confirmed vessel arrival;24/05/24 00.00
MS001319;SHP0132;9;Customs Clearance;10/05/24;10/05/24 02.00;Delayed;Cindy Wijaya;Cargo loaded successfully;10/05/24 02.00
MS001320;SHP0132;10;Delivered;13/05/24;13/05/24 08.00;Completed;Maya Putri;Berthing completed;25/05/24 08.00
MS001321;SHP0133;1;Cargo Ready;23/08/24;23/08/24 12.00;Completed;Daniel Hartono;Final delivery confirmed;26/08/24 12.00
MS001322;SHP0133;2;Booking Confirmed;27/08/24;28/08/24 00.00;pending;Rizky Kurniawan;Carrier confirmed vessel arrival;28/08/24 00.00
MS001323;SHP0133;3;Empty Container Pickup;30/08/24;30/08/24 12.00;Completed;Andi Pratama;Container ready for gate in;01/09/24 12.00
MS001324;SHP0133;4;Cargo Loading;31/08/24;31/08/24 08.00;Delayed;Budi Santoso;Cargo loaded successfully;31/08/24 08.00
MS001325;SHP0133;5;Gate In;04/09/24;04/09/24 12.00;Delayed;Dimas Saputra;Container stuffing completed;17/09/24 12.00
MS001326;SHP0133;6;Documentation Complete;05/09/24;05/09/24 12.00;Delayed;Andi Pratama;Customs declaration completed;06/09/24 12.00
MS001327;SHP0133;7;Vessel Departure;06/09/24;06/09/24 04.00;Completed;Cindy Wijaya;Documentation review completed;08/09/24 04.00
MS001328;SHP0133;8;Port Arrival;09/09/24;12/09/24 00.00;Delayed;Nadia Prasetyo;Shipment closed successfully;15/09/24 00.00
MS001329;SHP0133;9;Customs Clearance;12/09/24;12/09/24 08.00;completed;Rizky Kurniawan;Operational note variation 80;14/09/24 08.00
MS001330;SHP0133;10;Delivered;15/09/24;15/09/24 00.00;Completed;Budi Santoso;Cargo loading completed;17/09/24 00.00
MS001331;SHP0134;1;Cargo Ready;09/02/24;09/02/24 12.00;Completed;Cindy Wijaya;ETA achieved successfully;17/02/24 12.00
MS001332;SHP0134;2;Booking Confirmed;13/02/24;15/02/24 00.00;Delayed;Andi Pratama;Empty container collected from depot;15/02/24 00.00
MS001333;SHP0134;3;Empty Container Pickup;14/02/24;15/02/24 12.00;Delayed;Cindy Wijaya;Container available for pickup;16/02/24 12.00
MS001334;SHP0134;4;Cargo Loading;18/02/24;18/02/24 00.00;Completed;Indah Permata;Awaiting container allocation;21/02/24 00.00
MS001335;SHP0134;5;Gate In;19/02/24;19/02/24 12.00;Delayed;Sarah Amelia;Shipment status updated to in transit;20/02/24 12.00
MS001336;SHP0134;6;Documentation Complete;20/02/24;20/02/24 12.00;Completed;Rizky Kurniawan;Empty container collected from depot;22/02/24 12.00
MS001337;SHP0134;7;Vessel Departure;24/02/24;24/02/24 12.00;Delayed;Budi Santoso;Operational note variation 80;24/02/24 12.00
MS001338;SHP0134;8;Port Arrival;26/02/24;26/02/24 12.00;Delayed;Andi Pratama;Gate transaction completed;29/02/24 12.00
MS001339;SHP0134;9;Customs Clearance;28/02/24;28/02/24 12.00;Delayed;Andi Pratama;Container available for pickup;02/03/24 12.00
MS001340;SHP0134;10;Delivered;01/03/24;01/03/24 12.00;completed;Maya Putri;Port arrival confirmed;02/03/24 12.00
MS001341;SHP0135;1;Cargo Ready;02/05/24;02/05/24 12.00;COMPLETED;Rizky Kurniawan;Container gated in successfully;02/05/24 12.00
MS001342;SHP0135;2;Booking Confirmed;03/05/24;03/05/24 12.00;Delayed;Kevin Halim;ETD achieved successfully;14/05/24 12.00
MS001343;SHP0135;3;Empty Container Pickup;05/05/24;05/05/24 00.00;Completed;Rizky Kurniawan;Container ready for gate in;07/05/24 00.00
MS001344;SHP0135;4;Cargo Loading;09/05/24;09/05/24 12.00;Delayed;Kevin Halim;Empty container collected from depot;11/05/24 12.00
MS001345;SHP0135;5;Gate In;13/05/24;13/05/24 12.00;Delayed;Andi Pratama;;25/05/24 12.00
MS001346;SHP0135;6;Documentation Complete;16/05/24;16/05/24 00.00;Completed;Dimas Saputra;Container accepted by terminal;17/05/24 00.00
MS001347;SHP0135;7;Vessel Departure;18/05/24;18/05/24 12.00;Delayed;Cindy Wijaya;Clearance approval received;20/05/24 12.00
MS001348;SHP0135;8;Port Arrival;22/05/24;22/05/24 08.00;Delayed;Daniel Hartono;Vessel allocation confirmed;22/05/24 08.00
MS001349;SHP0135;9;Customs Clearance;26/05/24;26/05/24 12.00;Delayed;Dimas Saputra;Cargo cleared for release;27/05/24 12.00
MS001350;SHP0135;10;Delivered;29/05/24;29/05/24 02.00;Completed;Sarah Amelia;Shipment status updated to in transit;29/05/24 02.00
MS001351;SHP0136;1;Cargo Ready;20/07/24;20/07/24 00.00;Completed;Indah Permata;Transit milestone verified;23/07/24 00.00
MS001352;SHP0136;2;Booking Confirmed;23/07/24;23/07/24 00.00;Completed;Jessica Putri;Pickup completed successfully;25/07/24 00.00
MS001353;SHP0136;3;Empty Container Pickup;27/07/24;27/07/24 12.00;Delayed;Indah Permata;Customer confirmed cargo readiness;30/07/24 12.00
MS001354;SHP0136;4;Cargo Loading;28/07/24;28/07/24 12.00;Delayed;Kevin Halim;Final milestone completed;28/07/24 12.00
MS001355;SHP0136;5;Gate In;01/08/24;01/08/24 12.00;Delayed;Indah Permata;Loading operation finalized;01/08/24 12.00
MS001356;SHP0136;6;Documentation Complete;03/08/24;03/08/24 12.00;DELAYED;Indah Permata;Arrival notice received;06/08/24 12.00
MS001357;SHP0136;7;Vessel Departure;06/08/24;08/08/24 00.00;Delayed;Kevin Halim;Delivery completed;10/08/24 00.00
MS001358;SHP0136;8;Port Arrival;08/08/24;08/08/24 12.00;Completed;Rafi Kurnia;Delivery appointment confirmed;08/08/24 12.00
MS001359;SHP0136;9;Customs Clearance;12/08/24;12/08/24 02.00;Completed;Andi Pratama;Commercial invoice verified;15/08/24 02.00
MS001360;SHP0136;10;Delivered;13/08/24;13/08/24 12.00;Completed;Rafi Kurnia;Vessel left origin port;16/08/24 12.00
MS001361;SHP0137;1;Cargo Ready;25/02/24;27/02/24 00.00;Delayed;Kevin Halim;Shipment released by customs;29/02/24 00.00
MS001362;SHP0137;2;Booking Confirmed;29/02/24;29/02/24 12.00;Delayed;Jessica Putri;Cargo loaded successfully;29/02/24 12.00
MS001363;SHP0137;3;Empty Container Pickup;04/03/24;04/03/24 02.00;pending;Sarah Amelia;Arrival notice received;04/03/24 02.00
MS001364;SHP0137;4;Cargo Loading;08/03/24;08/03/24 04.00;Delayed;Maya Putri;Release order issued;15/03/24 04.00
MS001365;SHP0137;5;Gate In;12/03/24;12/03/24 12.00;Delayed;;Vessel left origin port;14/03/24 12.00
MS001366;SHP0137;6;Documentation Complete;16/03/24;16/03/24 08.00;Completed;Andi Pratama;Arrival notice received;19/03/24 08.00
MS001367;SHP0137;7;Vessel Departure;19/03/24;19/03/24 12.00;Completed;Rizky Kurniawan;Final milestone completed;21/03/24 12.00
MS001368;SHP0137;8;Port Arrival;20/03/24;20/03/24 08.00;Delayed;Cindy Wijaya;Carrier conf received;20/03/24 08.00
MS001369;SHP0137;9;Customs Clearance;24/03/24;24/03/24 12.00;Completed;Andi Pratama;Terminal discharge completed;24/03/24 12.00
MS001370;SHP0137;10;Delivered;27/03/24;27/03/24 12.00;Completed;Budi Santoso;Pickup completed successfully;29/03/24 12.00
MS001371;SHP0138;1;Cargo Ready;20/03/24;22/03/24 00.00;Delayed;Cindy Wijaya;ETD achieved successfully;24/03/24 00.00
MS001372;SHP0138;2;Booking Confirmed;24/03/24;24/03/24 12.00;Completed;Kevin Halim;Shipment tracking updated;26/03/24 12.00
MS001373;SHP0138;3;Empty Container Pickup;25/03/24;25/03/24 00.00;Completed;Jessica Putri;Carrier schedule update received;27/03/24 00.00
MS001374;SHP0138;4;Cargo Loading;27/03/24;27/03/24 12.00;Completed;Andi Pratama;Vessel allocation confirmed;27/03/24 12.00
MS001375;SHP0138;5;Gate In;31/03/24;31/03/24 12.00;Delayed;Fajar Nugroho;Container accepted by terminal;02/04/24 12.00
MS001376;SHP0138;6;Documentation Complete;03/04/24;03/04/24 12.00;Delayed;Dimas Saputra;Delivery appointment confirmed;05/04/24 12.00
MS001377;SHP0138;7;Vessel Departure;07/04/24;07/04/24 12.00;Completed;Cindy Wijaya;;09/04/24 12.00
MS001378;SHP0138;8;Port Arrival;11/04/24;11/04/24 04.00;Delayed;Kevin Halim;Carrier schedule update received;12/04/24 04.00
MS001379;SHP0138;9;Customs Clearance;15/04/24;15/04/24 12.00;Delayed;Michael Gunawan;ETD achieved successfully;18/04/24 12.00
MS001380;SHP0138;10;Delivered;19/04/24;19/04/24 02.00;Completed;Fajar Nugroho;;22/04/24 02.00
MS001381;SHP0139;1;Cargo Ready;10/03/24;10/03/24 00.00;Completed;;Departure confirmation received;12/03/24 00.00
MS001382;SHP0139;2;Booking Confirmed;14/03/24;14/03/24 12.00;delayed;Rizky Kurniawan;Vessel left origin port;17/03/24 12.00
MS001383;SHP0139;3;Empty Container Pickup;15/03/24;15/03/24 12.00;Completed;;Transit milestone verified;18/03/24 12.00
MS001384;SHP0139;4;Cargo Loading;19/03/24;19/03/24 00.00;Completed;Maya Putri;Consignee notified of arrival;19/03/24 00.00
MS001385;SHP0139;5;Gate In;20/03/24;20/03/24 00.00;Completed;Cindy Wijaya; Docs verified;22/03/24 00.00
MS001386;SHP0139;6;Documentation Complete;21/03/24;22/03/24 00.00;Completed;Budi Santoso;Clearance approval received;22/03/24 00.00
MS001387;SHP0139;7;Vessel Departure;24/03/24;24/03/24 04.00;Delayed;Andi Pratama;Cargo available for dispatch;26/03/24 04.00
MS001388;SHP0139;8;Port Arrival;25/03/24;25/03/24 12.00;Completed;Dimas Saputra;Carrier confirmed vessel arrival;27/03/24 12.00
MS001389;SHP0139;9;Customs Clearance;28/03/24;28/03/24 12.00;Delayed;Fajar Nugroho;Delivery completed;29/03/24 12.00
MS001390;SHP0139;10;Delivered;30/03/24;30/03/24 12.00;Delayed;Rizky Kurniawan;AFR submitted successfully;02/04/24 12.00
MS001391;SHP0140;1;Cargo Ready;22/01/24;22/01/24 00.00;Completed;Dimas Saputra;Packing list confirmed;22/01/24 00.00
MS001392;SHP0140;2;Booking Confirmed;23/01/24;23/01/24 12.00;Completed;Andi Pratama;Cargo handed over to consignee;02/02/24 12.00
MS001393;SHP0140;3;Empty Container Pickup;25/01/24;25/01/24 04.00;Delayed;Rizky Kurniawan;Carrier accepted booking request;26/01/24 04.00
MS001394;SHP0140;4;Cargo Loading;29/01/24;29/01/24 12.00;Completed;Cindy Wijaya;Shipment delivered successfully;31/01/24 12.00
MS001395;SHP0140;5;Gate In;02/02/24;02/02/24 12.00;completed;Kevin Halim;Carrier confirmed vessel arrival;03/02/24 12.00
MS001396;SHP0140;6;Documentation Complete;05/02/24;05/02/24 12.00;Delayed;Indah Permata;Transit milestone verified;06/02/24 12.00
MS001397;SHP0140;7;Vessel Departure;07/02/24;07/02/24 12.00;Completed;Sarah Amelia;Shipment status updated to in transit;10/02/24 12.00
MS001398;SHP0140;8;Port Arrival;09/02/24;09/02/24 02.00;Completed;Cindy Wijaya;Booking reference received;11/02/24 02.00
MS001399;SHP0140;9;Customs Clearance;11/02/24;11/02/24 08.00;Completed;Dimas Saputra;Cust confirmation received;12/02/24 08.00
MS001400;SHP0140;10;Delivered;13/02/24;13/02/24 12.00;Completed;Dimas Saputra;Shipment status updated to in transit;14/02/24 12.00
MS001401;SHP0141;1;Cargo Ready;30/04/24;30/04/24 12.00;Delayed;Rizky Kurniawan;Delivery appointment confirmed;02/05/24 12.00
MS001402;SHP0141;2;Booking Confirmed;02/05/24;02/05/24 00.00;Completed;Kevin Halim;Cargo ready for pickup;03/05/24 00.00
MS001403;SHP0141;3;Empty Container Pickup;04/05/24;04/05/24 02.00;Delayed;Cindy Wijaya;;07/05/24 02.00
MS001404;SHP0141;4;Cargo Loading;05/05/24;05/05/24 04.00;Completed;Daniel Hartono;Depot release completed;05/05/24 04.00
MS001405;SHP0141;5;Gate In;07/05/24;07/05/24 00.00;Completed;Cindy Wijaya;Cargo ready for pickup;07/05/24 00.00
MS001406;SHP0141;6;Documentation Complete;11/05/24;11/05/24 12.00;Completed;Dimas Saputra;ETD achieved successfully;
MS001407;SHP0141;7;Vessel Departure;13/05/24;13/05/24 12.00;Delayed;Indah Permata;Delivery completed;14/05/24 12.00
MS001408;SHP0141;8;Port Arrival;15/05/24;15/05/24 12.00;Completed;Rizky Kurniawan;Customs declaration completed;15/05/24 12.00
MS001409;SHP0141;9;Customs Clearance;18/05/24;18/05/24 12.00;Delayed;Sarah Amelia;Cargo ready for pickup;20/05/24 12.00
MS001410;SHP0141;10;Delivered;22/05/24;22/05/24 08.00;Delayed;Indah Permata;ETD achieved successfully;25/05/24 08.00
MS001411;SHP0142;1;Cargo Ready;25/05/24;25/05/24 12.00;Delayed;Nadia Prasetyo;Container entered terminal yard;27/05/24 12.00
MS001412;SHP0142;2;Booking Confirmed;29/05/24;29/05/24 12.00;Completed;Dimas Saputra;Empty container collected from depot;29/05/24 12.00
MS001413;SHP0142;3;Empty Container Pickup;02/06/24;02/06/24 12.00;Completed;Andi Pratama;Container accepted by terminal;02/06/24 12.00
MS001414;SHP0142;4;Cargo Loading;04/06/24;04/06/24 02.00;Completed;Dimas Saputra;ETD achieved successfully;05/06/24 02.00
MS001415;SHP0142;5;Gate In;05/06/24;05/06/24 12.00;Delayed;Cindy Wijaya;Carrrier confirmed departure;07/06/24 12.00
MS001416;SHP0142;6;Documentation Complete;09/06/24;09/06/24 08.00;Delayed;Jessica Putri;Carrier confirmed vessel departure;10/06/24 08.00
MS001417;SHP0142;7;Vessel Departure;12/06/24;12/06/24 02.00;Delayed;Sarah Amelia;Booking reference received;14/06/24 02.00
MS001418;SHP0142;8;Port Arrival;14/06/24;16/06/24 00.00;Delayed;Daniel Hartono;Container ready for gate in;18/06/24 00.00
MS001419;SHP0142;9;Customs Clearance;18/06/24;20/06/24 00.00;Delayed;Kevin Halim;Awaiting container allocation;30/06/24 00.00
MS001420;SHP0142;10;Delivered;22/06/24;22/06/24 02.00;Delayed;Budi Santoso;Customs declaration completed;25/06/24 02.00
MS001421;SHP0143;1;Cargo Ready;03/03/24;03/03/24 08.00;Completed;;Port arrival confirmed;06/03/24 08.00
MS001422;SHP0143;2;Booking Confirmed;07/03/24;07/03/24 00.00;Completed;Andi Pratama;;10/03/24 00.00
MS001423;SHP0143;3;Empty Container Pickup;09/03/24;09/03/24 04.00;Completed;Dimas Saputra;Container accepted by terminal;12/03/24 04.00
MS001424;SHP0143;4;Cargo Loading;10/03/24;10/03/24 08.00;Delayed;Indah Permata;Final milestone completed;12/03/24 08.00
MS001425;SHP0143;5;Gate In;14/03/24;14/03/24 12.00;COMPLETED;;Customs declaration completed;16/03/24 12.00
MS001426;SHP0143;6;Documentation Complete;16/03/24;16/03/24 12.00;Delayed;Budi Santoso;Shipping documents verified;17/03/24 12.00
MS001427;SHP0143;7;Vessel Departure;20/03/24;20/03/24 12.00;Completed;Cindy Wijaya;Carrier confirmed vessel arrival;21/03/24 12.00
MS001428;SHP0143;8;Port Arrival;21/03/24;21/03/24 12.00;Completed;Budi Santoso;Terminal received container;24/03/24 12.00
MS001429;SHP0143;9;Customs Clearance;22/03/24;22/03/24 08.00;Delayed;Andi Pratama;Final milestone completed;22/03/24 08.00
MS001430;SHP0143;10;Delivered;23/03/24;23/03/24 12.00;Delayed;Rafi Kurnia;Operational note variation 80;23/03/24 12.00
MS001431;SHP0144;1;Cargo Ready;07/02/24;07/02/24 12.00;Delayed;Andi Pratama;Final milestone completed;09/02/24 12.00
MS001432;SHP0144;2;Booking Confirmed;09/02/24;11/02/24 00.00;Delayed;Rizky Kurniawan;Port entry confirmed;14/02/24 00.00
MS001433;SHP0144;3;Empty Container Pickup;10/02/24;11/02/24 12.00;DELAYED;Nadia Prasetyo;Shipment delivered successfully;11/02/24 12.00
MS001434;SHP0144;4;Cargo Loading;11/02/24;12/02/24 00.00;Delayed;Dimas Saputra;Departure confirmation received;12/02/24 00.00
MS001435;SHP0144;5;Gate In;15/02/24;17/02/24 00.00;Delayed;Dimas Saputra;Carrier confirmed vessel arrival;28/02/24 00.00
MS001436;SHP0144;6;Documentation Complete;17/02/24;19/02/24 00.00;delayed;Rizky Kurniawan;Loading preparation finalized;22/02/24 00.00
MS001437;SHP0144;7;Vessel Departure;21/02/24;21/02/24 12.00;Delayed;Andi Pratama;Cargo handed over to consignee;02/03/24 12.00
MS001438;SHP0144;8;Port Arrival;22/02/24;22/02/24 04.00;Delayed;Andi Pratama;Awaiting container allocation;24/02/24 04.00
