Shipment ID;Booking Number;BL Number;Customer Name;Incoterm;Cargo Type;Commodity;Cargo Volume CBM;Container Type;Container Qty;Origin Port;Destination Port;Vessel Name;Shipping Line;ETD;ETA;Actual Departure;Actual Arrival;Cut Off Time;Closing Time;Total Charge USD;Shipment Status;Priority Level;PIC Name;Created Date;Last Update Timestamp
SHP0419;BKG000419;BL000419;PT Prime Components;DAP;FCL;Food Products;31.11.00;20GP;8;Hong Kong;Jakarta;MV Ocean Star;Pacific Horizon Shipping;30/07/24;04/08/24 00.00;08/08/24 00.00;;28/07/24;29/07/24;7494.40.00;In Transit;Low;Sarah Amelia;20/07/24;01/08/24
SHP0420;BKG000420;BL000420;PT Pacific Consumer Goods;DAP;LCL;Food Products;26.96;40HC;6;Shanghai;Surabaya;MV Blue Horizon;BlueWave Lines;11/11/24;29/11/24 00.00;14/11/24 00.00;;09/11/24;10/11/24;7027.40.00;In Transit;Low;Dimas Saputra;01/11/24;29/11/24
SHP0421;BKG000421;BL000421;PT Atlas Components;DAP;FCL;Consumer Electronics;69.42.00;20GP;6;Shenzhen;Jakarta;MV Blue Horizon;BlueWave Lines;28/02/25;15/03/25 00.00;01/03/25 00.00;14/03/25 11.00;26/02/25;27/02/25;8525.80;Customs Clearance;Low;Budi Santoso;18/02/25;16/03/25
SHP0422;BKG000422;BL000422;PT Stellar Commerce;CIF;FCL;Food Products;25.42.00;20GP;2;Shenzhen;Surabaya;MV Meridian Star;OceanLink Shipping;24/05/25;01/06/25 00.00;24/05/25 08.00;03/06/25 08.00;22/05/25;23/05/25;5870.16.00;Customs Clearance;High;Cindy Wijaya;14/05/25;13/06/25
SHP0423;BKG000423;BL000423;PT Ocean Retail Group;CIF;LCL;Chemicals;43.36.00;20GP;4;Busan;Jakarta;MV Ocean Star;Eastern Cargo Line;21/10/25;28/10/25 00.00;23/10/25 00.00;27/10/25 22.00;19/10/25;20/10/25;5692.40.00;Delivered;Low;Andi Pratama;11/10/25;24/10/25
SHP0424;BKG000424;BL000424;PT Sapphire Consumer;CIF;FCL;Textiles;87.68;20GP;8;Shanghai;Jakarta;MV Pacific Trader;Pacific Horizon Shipping;26/04/24;03/05/24 00.00;29/04/24 00.00;;24/04/24;25/04/24;9180.20.00;In Transit;Medium;Andi Pratama;16/04/24;05/05/24
SHP0425;BKG000425;BL000425;PT Harbor Distribution;FOB;LCL;Chemicals;0,920138889;20GP;4;Shanghai;Jakarta;MV Blue Horizon;OceanLink Shipping;07/03/24;19/03/24 00.00;;;05/03/24;06/03/24;5537.00.00;At Origin;Medium;Nadia Lestari;26/02/24;09/03/24
SHP0426;BKG000426;BL000426;PT Stellar Commerce;DAP;FCL;Cntr Parts;62.84;20GP;7;Singapore;Surabaya;MV Southern Crest;Pacific Horizon Shipping;01/04/25;04/04/25 00.00;01/04/25 00.00;04/04/25 19.00;30/03/25;31/03/25;8488.60;Delivered;Low;Rizky Kurniawan;22/03/25;05/04/25
SHP0427;BKG000427;BL000427;PT Aurora Trading;EXW;FCL;Chemicals;21.00;20GP;1;Hong Kong;Jakarta;MV Ocean Star;Pacific Horizon Shipping;06/09/24;19/09/24 00.00;06/09/24 05.00;21/09/24 12.00;04/09/24;05/09/24;2777.00.00;Delivered;Low;Rizky Kurniawan;27/08/24;15/09/24
SHP0428;BKG000428;BL000428;PT Zenith Industrial;CIF;FCL;Chemicals;55.38.00;40HC;7;Hong Kong;Jakarta;MV Island Navigator;Maritime Connect Lines;10/12/24;20/12/24 00.00;20/12/24 00.00;21/12/24 20.00;08/12/24;09/12/24;7385.20.00;Delivered;Medium;Cindy Wijaya;30/11/24;14/12/24
SHP0429;BKG000429;BL000429;PT Aurora Trading;FOB;FCL;Consumer Electronics;51.76;20GP;6;Busan;Jakarta;MV Pacific Trader;TransMarine Logistics;02/05/25;12/05/25 00.00;;;30/04/25;01/05/25;6153.40.00;At Origin;Low;Cindy Wijaya;22/04/25;21/05/25
SHP0430;BKG000430;BL000430;PT Nexus Manufacturing;DAP;LCL;Textiles;54.72;40GP;2;Port Klang;Jakarta;MV Eastern Pearl;OceanLink Shipping;03/06/25;09/06/25 00.00;03/06/25 01.00;;01/06/25;02/06/25;4781.80;In Transit;Low;Maya Putri;24/05/25;11/06/25
SHP0431;BKG000431;BL000431;PT Pacific Consumer Goods;CIF;LCL;Consumer Electronics;53.62;40HC;1;Singapore;Semarang;MV Silver Current;Pacific Horizon Shipping;15/01/25;19/01/25 00.00;15/01/25 03.00;19/01/25 14.00;13/01/25;14/01/25;4437.80;Customs Clearance;Medium;Kevin Halim;05/01/25;27/01/25
SHP0432;BKG000432;BL000432;PT Zenith Industrial;CIF;LCL;Consumer Electronics;28.63;40HC;8;Shenzhen;Jakarta;MV Pacific Trader;Eastern Cargo Line;29/04/24;09/05/24 00.00;04/05/24 00.00;09/05/24 09.00;27/04/24;28/04/24;7372.20.00;Customs Clearance;Low;Yoga Mahendra;19/04/24;14/05/24
SHP0433;BKG000433;BL000433;PT Nova Electronics;FOB;FCL;Textiles;50.17.00;40GP;4;Shanghai;Jakarta;MV Ocean Star;OceanLink Shipping;21/07/24;01/08/24 00.00;21/07/24 19.00;03/08/24 09.00;19/07/24;20/07/24;6011.80;Delivered;Medium;Cindy Wijaya;11/07/24;03/08/24
SHP0434;BKG000434;BL000434;PT Polaris Trading;FOB;FCL;Chemicals;64.18.00;40HC;2;Port Klang;Jakarta;MV Ocean Star;OceanLink Shipping;07/05/24;16/05/24 00.00;17/05/24 00.00;;05/05/24;06/05/24;6018.24.00;In Transit;High;Rizky Kurniawan;27/04/24;11/05/24
SHP0435;BKG000435;BL000435;PT Ocean Retail Group;DAP;FCL;Industrial Equipment;82.39.00;40GP;1;Busan;Semarang;MV Silver Current;BlueWave Lines;17/04/24;05/05/24 00.00;;;15/04/24;16/04/24;7360.60;At Origin;Low;Budi Santoso;07/04/24;20/04/24
SHP0436;BKG000436;BL000436;PT Alpha Manufacturing;EXW;LCL;Industrial Equipment;60.28.00;40HC;4;Shenzhen;Jakarta;MV Horizon Carrier;BlueWave Lines;26/05/24;04/06/24 00.00;27/05/24 00.00;;24/05/24;25/05/24;9048.24.00;In Transit;High;Budi Santoso;16/05/24;05/06/24
SHP0437;BKG000437;BL000437;PT Pacific Consumer Goods;DAP;LCL;Consumer Electronics;09.55;40GP;3;Port Klang;Jakarta;MV Coral Voyager;OceanLink Shipping;01/03/24;06/03/24 00.00;01/03/24 16.00;;28/02/24;29/02/24;6483.60;In Transit;high;Andi Pratama;20/02/24;17/03/24
SHP0438;BKG000438;BL000438;PT Golden Arch Supply;EXW;LCL;Chemicals;35.79;40HC;1;Busan;Surabaya;MV Ocean Star;OceanLink Shipping;07/06/25;15/06/25 00.00;10/06/25 00.00;16/06/25 21.00;05/06/25;06/06/25;4287.60;Delivered;Medium;Fajar Nugroho;28/05/25;23/06/25
SHP0439;BKG000439;BL000439;PT Polaris Trading;DAP;LCL;Textiles;75.40.00;20GP;5;Singapore;Jakarta;MV Pacific Trader;Archipelago Maritime;11/09/25;16/09/25 00.00;11/09/25 05.00;;09/09/25;10/09/25;7772.00.00;Customs Clearance;Low;Yoga Mahendra;01/09/25;29/09/25
SHP0440;BKG000440;BL000440;PT Golden Arch Supply;FOB;LCL;Industrial Equipment;76.00.00;40HC;1;port klang;Jakarta;MV Pacific Trader;OceanLink Shipping;29/05/24;06/06/24 00.00;28/05/24 22.00;;27/05/24;28/05/24;7344.00.00;Customs Clearance;Low;Maya Putri;19/05/24;15/06/24
SHP0441;BKG000441;BL000441;PT Frontier Packaging;EXW;FCL;Industrial Equipment;85.98;20GP;4;Singapore;Semarang;MV Eastern Pearl; Pacific Horizon Shipping;05/05/24;14/05/24 00.00;05/05/24 17.00;;03/05/24;04/05/24;7677.20.00;At Origin;Low;Budi Santoso;25/04/24;17/05/24
SHP0442;BKG000442;BL000442;PT Nova Electronics;FOB;LCL;Consumer Electronics;18.58;40HC;6;Hong Kong;Jakarta;MV Blue Horizon;OceanLink Shipping;09/01/24;18/01/24 00.00;12/01/24 00.00;18/01/24 02.00;07/01/24;08/01/24;7411.44.00;Delivered;High;Budi Santoso;30/12/23;26/01/24
SHP0443;BKG000443;BL000443;PT Aurora Trading;DAP;FCL;Textiles;43.09.00;40HC;3;Port Klang;Jakarta;MV Ocean Star;OceanLink Shipping;18/05/24;26/05/24 00.00;19/05/24 00.00;;16/05/24;17/05/24;5576.60;In Transit;Low;Yoga Mahendra;08/05/24;05/06/24
SHP0444;BKG000444;BL000444;PT Aurora Trading;DAP;LCL;Industrial Equipment;77.23.00;40HC;4;Busan;Jakarta;MV Ocean Explorer;Northstar Freight Lines;28/06/24;12/07/24 00.00;27/06/24 19.00;12/07/24 17.00;26/06/24;27/06/24;6578.20.00;Customs Clearance;Low;Andi Pratama;18/06/24;05/07/24
SHP0445;BKG000445;BL000445;PT Aurora Trading;EXW;FCL;Consumer Electronics;88.00.00;40HC;3;Port Klang;Jakarta;MV Aurora Navigator;BlueWave Lines;01/03/24;06/03/24 00.00;;;28/02/24;29/02/24;7823.00.00;At Origin;Low;Yoga Mahendra;20/02/24;18/03/24
SHP0446;BKG000446;BL000446;PT Skyline Distribution;DAP;FCL;Industrial Equipment;05.48;40HC;6;Shanghai;Surabaya;MV Pacific Trader;ARCHIPELAGO MARITIME;15/07/25;01/08/25 00.00;17/07/25 00.00;03/08/25 11.00;13/07/25;14/07/25;5453.20.00;Delivered;Low;Cindy Wijaya;05/07/25;31/07/25
SHP0447;BKG000447;BL000447;PT Aurora Trading;DAP;LCL;Food Products;09.56;20GP;8;Shanghai;Surabaya;MV Pacific Trader;Maritime Connect Lines;24/07/25;04/08/25 00.00;24/07/25 23.00;03/08/25 07.00;22/07/25;23/07/25;4842.40.00;Customs Clearance;Medium;Rizky Kurniawan;14/07/25;01/08/25
SHP0448;BKG000448;BL000448;PT Infinity Manufacturing;FOB;FCL;Food Products;39.72;40HC;8;Busan;Jakarta;MV Ocean Star;Global Route Shipping;14/09/24;02/10/24 00.00;15/09/24 00.00;02/10/24 12.00;12/09/24;13/09/24;5971.80;Customs Clearance;Low;Cindy Wijaya;04/09/24;17/09/24
SHP0449;BKG000449;BL000449;PT Alpha Manufacturing;DAP;FCL;Chemicals;77.94;20GP;4;Port  Klang;Jakarta;MV Ocean Star;BlueWave Lines;15/01/25;23/01/25 00.00;14/01/25 19.00;;13/01/25;14/01/25;7842.60;In Transit;Medium;Budi Santoso;05/01/25;25/01/25
SHP0450;BKG000450;BL000450;PT Skyline Distribution;EXW;LCL;Chemicals;0,550694444;40GP;5;Hong Kong;Semarang;MV Sapphire Route;TransMarine Logistics;29/05/24;12/06/24 00.00;29/05/24 10.00;;27/05/24;28/05/24;5705.20.00;In Transit;Low ;Andi Pratama;19/05/24;01/06/24
SHP0451;BKG000451;BL000451;PT Zenith Industrial;CIF;LCL;Chemicals;72.62;20GP;4;Busan;Jakarta;MV Ocean Star;OceanVista Carriers;20/01/25;02/02/25 00.00;19/01/25 23.00;;18/01/25;19/01/25;6454.80;At Origin;Low;Cindy Wijaya;10/01/25;06/02/25
SHP0452;BKG000452;BL000452;PT Nova Electronics;FOB;LCL;Textiles;468.00.00;20GP;30;Shanghai;Semarang;MV Pacific Trader; OceanLink Shipping;06/03/25;17/03/25 00.00;06/03/25 02.00;17/03/25 08.00;04/03/25;05/03/25;37411.00;Delivered;Low;Sarah Amelia;24/02/25;08/03/25
SHP0453;BKG000453;BL000453;PT Atlas Components;FOB;FCL;Chemicals;59.52.00;40HC;2;Hong Kong;Semarang;MV Pacific Trader;BlueWave Lines;02/02/25;13/02/25 00.00;;;31/01/25;01/02/25;6396.80;At Origin;Low;Fajar Nugroho;23/01/25;18/02/25
SHP0454;BKG000454;BL000454;PT Zenith Industrial;CIF;FCL;Food Products;17.29;40HC;8;Hong Kong;Jakarta;MV Island Navigator;BlueWave Lines;19/04/25;04/05/25 00.00;24/04/25 00.00;07/05/25 16.00;17/04/25;18/04/25;5612.60;Delivered;Low;Budi Santoso;09/04/25;06/05/25
SHP0455;BKG000455;BL000455;PT Skyline Distribution;FOB;FCL;Industrial Equipment;48.72;20GP;8;Hong Kong;Jakarta;MV Blue Horizon;OceanLink Shipping;04/03/24;09/03/24 00.00;04/03/24 19.00;;02/03/24;03/03/24;6938.80;In Transit;Low;Andi Pratama;23/02/24;12/03/24
SHP0456;BKG000456;BL000456;PT Nova Electronics;CIF;FCL;Chemicals;34.92;40HC;7;Hong Kong;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;27/08/25;10/09/25 00.00;27/08/25 20.00;;25/08/25;26/08/25;6285.80;At Origin;Low;Kevin Halim;17/08/25;10/09/25
SHP0457;BKG000457;BL000457;PT Aurora Trading;FOB;LCL;Industrial Equipment;470.00.00;40HC;22;Hong Kong;Jakarta;MV Coral Voyager;OceanLink Shipping;04/10/25;16/10/25 00.00;04/10/25 07.00;;02/10/25;03/10/25;36052.00;In Transit;Low;Yoga Mahendra;24/09/25;19/10/25
SHP0458;BKG000458;BL000458;PT Vertex Manufacturing;CIF;LCL;Food Products;28.59.00;40GP;7;Singapore;Jakarta;MV Pacific Trader;Pacific Horizon Shipping;09/12/24;18/12/24 00.00;19/12/24 00.00;;07/12/24;08/12/24;5284.60;At Origin;Medium;Andi Pratama;29/11/24;25/12/24
SHP0459;BKG000459;BL000459;PT Infinity Manufacturing;CIF;FCL;Consumer Electronics;10.08;40GP;3;Singapore;Jakarta;MV Coral Voyager;Global Route Shipping;22/10/24;28/10/24 00.00;22/10/24 20.00;30/10/24 12.00;20/10/24;21/10/24;3319.20.00;Customs Clearance;Medium;Cindy Wijaya;12/10/24;01/11/24
SHP0460;BKG000460;BL000460;PT Nova Electronics;FOB;FCL;Textiles;0,43125;40HC;8;Port Klang;Jakarta;MV Horizon Carrier;OceanLink Shipping;23/04/24;01/05/24 00.00;23/04/24 01.00;;21/04/24;22/04/24;7192.40.00;In Transit;Medium;Andi Pratama;13/04/24;26/04/24
SHP0461;BKG000461;BL000461;PT Pacific Consumer Goods;EXW;FCL;Textiles;26.43.00;40HC;7;Port Klang;Jakarta;MV Horizon Carrier;OceanLink Shipping;16/10/24;23/10/24 00.00;16/10/24 00.00;;14/10/24;15/10/24;5759.20.00;In Transit;Medium;Budi Santoso;06/10/24;17/10/24
SHP0462;BKG000462;BL000462;PT Zenith Industrial;FOB;FCL;Chemicals;08.47;40HC;1;Shanghai;Jakarta;MV Silver Current;OceanLink Shipping;27/07/25;11/08/25 00.00;27/07/25 07.00;;25/07/25;26/07/25;3779.80;In Transit;Medium;Fajar Nugroho;17/07/25;30/07/25
SHP0463;BKG000463;BL000463;PT Lunar Components;FOB;FCL;Food Products;82.73;20GP;3;Shanghai;Jakarta;MV Ocean Star;Pacific Horizon Shipping;07/06/25;16/06/25 00.00;08/06/25 00.00;18/06/25 22.00;05/06/25;06/06/25;7150.20.00;Customs Clearance;Low;Budi Santoso;28/05/25;10/06/25
SHP0464;BKG000464;BL000464;PT Alpha Manufacturing;DAP;FCL;Food Products;266.00.00;40HC;19;Shanghai;Jakarta;MV Ocean Star;OceanLink Shipping;20/10/24;06/11/24 00.00;20/10/24 23.00;;18/10/24;19/10/24;39567.00;In Transit;Medium;Andi Pratama;10/10/24;23/10/24
SHP0465;BKG000465;BL000465;PT Vertex Manufacturing;CIF;LCL;Textiles;63.59.00;40GP;4;Shanghai;Jakarta;MV Coastal Venture;Eastern Cargo Line;15/03/24;01/04/24 00.00;15/03/24 12.00;03/04/24 02.00;13/03/24;14/03/24;5885.60;Delivered;Low;Yoga Mahendra;05/03/24;02/04/24
SHP0466;BKG000466;BL000466;PT Pacific Consumer Goods;EXW;LCL;Industrial Equipment;46.72;40HC;8;Singapore;Jakarta;MV Blue Horizon;Global Route Shipping;21/12/25;25/12/25 00.00;21/12/25 00.00;;19/12/25;20/12/25;7992.80;Customs Clearance;Low;Rizky Kurniawan;11/12/25;22/12/25
SHP0467;BKG000467;BL000467;PT Polaris Trading;CIF;LCL;Food Products;81.37.00;40GP;3;Busan;Jakarta;MV Crystal Mariner;OceanLink Shipping;04/12/25;21/12/25 00.00;04/12/25 20.00;;02/12/25;03/12/25;6462.80;In Transit;Low;Budi Santoso;24/11/25;10/12/25
SHP0468;BKG000468;BL000468;PT Prime Components;CIF;FCL;Food Products;28.05.00;40GP;4;Port Klang;Jakarta;MV Blue Horizon;Pacific Horizon Shipping;09/08/25;12/08/25 00.00;10/08/25 00.00;;07/08/25;08/08/25;5115.00.00;In Transit;Low;;30/07/25;29/08/25
SHP0469;BKG000469;BL000469;PT Falcon Dynamics;EXW;LCL;Consumer Electronics;0,507638889;20GP;5;Shenzhen;Jakarta;MV Coral Voyager;BlueWave Lines;15/01/25;24/01/25 00.00;16/01/25 00.00;;13/01/25;14/01/25;5153.40.00;In Transit;Low;Cindy Wijaya;05/01/25;18/01/25
SHP0470;BKG000470;BL000470;PT Skyline Distribution;CIF;FCL;Industrial Equipment;72.83;40GP;3;Shanghai;Jakarta;MV Meridian Star;Pacific Horizon Shipping;14/12/24;30/12/24 00.00;13/12/24 22.00;02/01/25 16.00;12/12/24;13/12/24;9242.64;Delivered;High;Sarah Amelia;04/12/24;19/12/24
SHP0471;BKG000471;BL000471;PT Alpha Manufacturing;FOB;LCL;Textiles;87.88;40GP;5;Port Klang;Semarang;MV Ocean Star;Pacific Horizon Shipping;19/11/24;29/11/24 00.00;18/11/24 20.00;01/12/24 21.00;17/11/24;18/11/24;9080.20.00;Delivered;Low;Maya Putri;09/11/24;08/12/24
SHP0472;BKG000472;BL000472;PT Ocean Retail Group;FOB;FCL;Food Products;79.46.00;40HC;7;Port Klang;Jakarta;MV Coral Voyager;OceanLink Shipping;30/12/24;06/01/25 00.00;30/12/24 03.00;;28/12/24;29/12/24;9220.40.00;At Origin;Medium;Fajar Nugroho;20/12/24;08/01/25
SHP0473;BKG000473;BL000473;PT Ocean Retail Group;CIF;LCL;Consumer Electronics;81.57.00;40HC;6;Port Klang;Surabaya;MV Coral Voyager;BlueWave Lines;03/09/24;10/09/24 00.00;02/09/24 20.00;09/09/24 09.00;01/09/24;02/09/24;7754.80;Delivered;Low;Andi Pratama;24/08/24;22/09/24
SHP0474;BKG000474;BL000474;PT Prime Components;CIF;FCL;Consumer Electronics;78.68;40HC;1;Hong Kong;Jakarta;MV Sapphire Route;Pacific Horizon Shipping;03/04/24;15/04/24 00.00;03/04/24 23.00;15/04/24 20.00;01/04/24;02/04/24;6840.20.00;Delivered;Low;Cindy Wijaya;24/03/24;19/04/24
SHP0475;BKG000475;BL000475;PT Lunar Components;FOB;FCL;Food Products;58.88;20GP;5;Busan;Jakarta;MV Ocean Star;Pacific Horizon Shipping;20/12/25;28/12/25 00.00;23/12/25 00.00;;18/12/25;19/12/25;6282.20.00;At Origin;Low;Cindy Wijaya;10/12/25;31/12/25
SHP0476;BKG000476;BL000476;PT Titan Fabrication;DAP;LCL;Chemicals;47.43.00;20GP;8;Singapore;Jakarta;MV Blue Horizon;OceanVista Carriers;19/05/25;28/05/25 00.00;19/05/25 23.00;;17/05/25;18/05/25;8795.04.00;In Transit; High;Sarah Amelia;09/05/25;05/06/25
SHP0477;BKG000477;BL000477;PT Harbor Distribution;EXW;FCL;Textiles;0,135416667;20GP;7;Singapore;Semarang;MV Pacific Trader;Pacific Horizon Shipping;05/12/25;12/12/25 00.00;05/12/25 20.00;;03/12/25;04/12/25;6061.00.00;In Transit;Low;Cindy Wijaya;25/11/25;20/12/25
SHP0478;BKG000478;BL000478;PT Pacific Consumer Goods;CIF;LCL;Food Products;47.97;20GP;6;Busan;Jakarta;MV Pacific Trader;BlueWave Lines;20/11/24;02/12/24 00.00;23/11/24 00.00;04/12/24 09.00;18/11/24;19/11/24;6602.80;Customs Clearance;Low;Andi Pratama;10/11/24;04/12/24
SHP0479;BKG000479;BL000479;PT Prime Components;CIF;FCL;Consumer Electronics;0,836805556;40GP;3;Busan;Jakarta;MV Blue Horizon;Global Route Shipping;13/01/25;20/01/25 00.00;;;11/01/25;12/01/25;4291.00.00;At Origin;Medium;Cindy Wijaya;03/01/25;24/01/25
SHP0480;BKG000480;BL000480;PT Nexus Manufacturing;DAP;FCL;Food Products;0,644444444;40HC;1;Hong Kong;Jakarta;MV Blue Horizon;Eastern Cargo Line;27/10/24;03/11/24 00.00;26/10/24 23.00;;25/10/24;26/10/24;2821.20.00;In Transit;Low;Dimas Saputra;17/10/24;02/11/24
SHP0481;BKG000481;BL000481;PT Horizon Industries;CIF;FCL;Chemicals;05.35;20GP;5;Shanghai;Jakarta;MV Ocean Star;Pacific Horizon Shipping;24/03/24;01/04/24 00.00;27/03/24 00.00;02/04/24 18.00;22/03/24;23/03/24;5420.00.00;Customs Clearance;Low;Andi Pratama;14/03/24;11/04/24
SHP0482;BKG000482;BL000482;PT Infinity Manufacturing;CIF;FCL;Food Products;26.58.00;20GP;2;Shanghai;Jakarta;MV Aurora Navigator;Pacific Horizon Shipping;17/07/25;04/08/25 00.00;18/07/25 00.00;06/08/25 05.00;15/07/25;16/07/25;5532.20.00;Customs Clearance;Low;Cindy Wijaya;07/07/25;18/07/25
SHP0483;BKG000483;BL000483;PT Vertex Manufacturing;CIF;LCL;Textiles;13.37;40GP;8;Shenzhen;Jakarta;MV Blue Horizon;Maritime Connect Lines;10/01/24;20/01/24 00.00;10/01/24 07.00;22/01/24 09.00;08/01/24;09/01/24;6132.80;Customs Clearance;Low;Budi Santoso;31/12/23;18/01/24
SHP0484;BKG000484;BL000484;PT Ocean Retail Group;CIF;FCL;Textiles;21.06;20GP;7;Shenzhen;Jakarta;MV Blue Horizon;Pacific  Horizon  Shipping;17/08/24;26/08/24 00.00;20/08/24 00.00;28/08/24 02.00;15/08/24;16/08/24;5460.40.00;Delivered;Low;Maya Putri;07/08/24;18/08/24
SHP0485;BKG000485;BL000485;PT Pacific Consumer Goods;CIF;FCL;Textiles;52.33.00;20GP;4;Singapore;Surabaya;MV Blue Horizon;BlueWave Lines;19/07/25;22/07/25 00.00;19/07/25 17.00;22/07/25 21.00;17/07/25;18/07/25;5963.20.00;Customs Clearance;Low;Dimas Saputra;09/07/25;01/08/25
SHP0486;BKG000486;BL000486;PT Evergreen Industrial;DAP;FCL;Industrial Equipment;38.87;40HC;2;Singapore;Jakarta;MV Coastal Venture;OceanLink Shipping;02/10/25;11/10/25 00.00;09/10/25 00.00;10/10/25 14.00;30/09/25;01/10/25;4451.80;Customs Clearance;Low;Budi Santoso;22/09/25;08/10/25
SHP0487;BKG000487;BL000487;PT Sapphire Consumer;CIF;LCL;Food Products;66.74;20GP;2;Shenzhen;Jakarta;MV Silver Current;Eastern Cargo Line;25/07/25;07/08/25 00.00;25/07/25 00.00;;23/07/25;24/07/25;5356.60;In Transit;Low;Dimas Saputra;15/07/25;13/08/25
SHP0488;BKG000488;BL000488;PT Lunar Components;CIF;LCL;Consumer Electronics;10.12;40GP;6;Singapore;Jakarta;MV Blue Horizon;BlueWave Lines;23/11/25;30/11/25 00.00;23/11/25 17.00;02/12/25 21.00;21/11/25;22/11/25;5716.80;Delivered;Low;Budi Santoso;13/11/25;01/12/25
SHP0489;BKG000489;BL000489;PT Falcon Dynamics;EXW;LCL;Food Products;28.35.00;40HC;7;Singapore;Jakarta;MV Coastal Venture;Global Route Shipping;10/09/25;13/09/25 00.00;10/09/25 04.00;14/09/25 04.00;08/09/25;09/09/25;5458.00.00;Delivered;Medium;Andi Pratama;31/08/25;29/09/25
SHP0490;BKG000490;BL000490;PT Titan Fabrication;CIF;FCL;Textiles;22.32;40HC;4;Shanghai;Surabaya;MV Island Navigator;Pacific Horizon Shipping;29/12/25;06/01/26 00.00;31/12/25 00.00;09/01/26 09.00;27/12/25;28/12/25;6015.80;Delivered;Medium;Rizky Kurniawan;19/12/25;18/01/26
SHP0491;BKG000491;BL000491;PT Crescent Holdings;FOB;FCL;Industrial Equipment;70.34.00;20GP;1;Singapore;Jakarta;MV Atlas Voyager;OceanLink Shipping;30/01/24;06/02/24 00.00;01/02/24 00.00;;28/01/24;29/01/24;4780.60;At Origin;Medium;Andi Pratama;20/01/24;11/02/24
SHP0492;BKG000492;BL000492;PT Alpha Manufacturing;EXW;LCL;Food Products;56.85;20GP;2;hong kong;Surabaya;MV Sapphire Route;BlueWave Lines;19/11/25;28/11/25 00.00;19/11/25 01.00;27/11/25 14.00;17/11/25;18/11/25;7108.80;Customs Clearance;High;Dimas Saputra;09/11/25;04/12/25
SHP0493;BKG000493;;PT Skyline Distribution;EXW;LCL;Industrial Equipment;38.97;40HC;3;Hong Kong;Surabaya;MV Coral Voyager;Pacific Horizon Shipping;13/02/24;24/02/24 00.00;13/02/24 00.00;25/02/24 13.00;11/02/24;12/02/24;6205.80;Customs Clearance;Medium;Kevin Halim;03/02/24;24/02/24
SHP0494;BKG000494;BL000494;PT Prime Components;CIF;FCL;Textiles;42.40.00;20GP;2;Shanghai;Jakarta;MV Northern Tide;oceanlink shipping;16/07/25;29/07/25 00.00;19/07/25 00.00;31/07/25 17.00;14/07/25;15/07/25;5103.00.00;Delivered;Low;Dimas Saputra;06/07/25;04/08/25
SHP0495;BKG000495;BL000495;PT Nova Electronics;FOB;LCL;Food Products;31.30.00;40HC;6;Shenzhen;Jakarta;MV Northern Tide;BlueWave Lines;19/08/25;29/08/25 00.00;19/08/25 23.00;28/08/25 23.00;17/08/25;18/08/25;5546.00.00;Customs Clearance;Low;Cindy Wijaya;09/08/25;30/08/25
SHP0496;BKG000496;BL000496;PT Prime Components;FOB;LCL;Consumer Electronics;41.90;40HC;7;Hong Kong;Jakarta;MV Eastern Pearl;Pacific Horizon Shipping;18/08/24;26/08/24 00.00;18/08/24 08.00;;16/08/24;17/08/24;5728.00.00;In Transit;Low;Andi Pratama;08/08/24;25/08/24
SHP0497;BKG000497;BL000497;PT Prime Components;DAP;LCL;Consumer Electronics;88.65;20GP;5;Busan;Surabaya;MV Blue Horizon;Northstar Freight Lines;19/11/24;26/11/24 00.00;19/11/24 19.00;;17/11/24;18/11/24;7733.00.00;In Transit;Medium;Maya Putri;09/11/24;03/12/24
SHP0498;BKG000498;BL000498;PT Prime Components;CIF;FCL;Industrial Equipment;0,597222222;40HC;8;Singapore;Jakarta;MV Southern Crest;OceanLink Shipping;11/08/25;16/08/25 00.00;10/08/25 21.00;;09/08/25;10/08/25;6180.00.00;In Transit;Low;Cindy Wijaya;01/08/25;26/08/25
SHP0499;BKG000499;BL000499;PT Evergreen Industrial;FOB;FCL;Food Products;11.34;40HC;3;Shenzhen;Jakarta;MV Island Navigator;Pacific Horizon Shipping;18/11/24;29/11/24 00.00;18/11/24 21.00;;16/11/24;17/11/24;3956.60;In Transit;Medium;Rizky Kurniawan;08/11/24;30/11/24
SHP0500;BKG000500;BL000500;PT Prime Components;CIF;FCL;Textiles;33.46.00;20GP;2;Hong Kong;Semarang;MV Sapphire Route;bluewave lines;02/03/24;12/03/24 00.00;05/03/24 00.00;14/03/24 08.00;29/02/24;01/03/24;4642.40.00;Delivered;Low;Cindy Wijaya;21/02/24;11/03/24
